grid_cell_id,row,col,latitude,longitude,in_sindh
sindh_era5_r000_c000,0,0,31.0,65.0,False
sindh_era5_r000_c001,0,1,31.0,65.25,False
sindh_era5_r000_c002,0,2,31.0,65.5,False
sindh_era5_r000_c003,0,3,31.0,65.75,False
sindh_era5_r000_c004,0,4,31.0,66.0,False
sindh_era5_r000_c005,0,5,31.0,66.25,False
sindh_era5_r000_c006,0,6,31.0,66.5,False
sindh_era5_r000_c007,0,7,31.0,66.75,False
sindh_era5_r000_c008,0,8,31.0,67.0,False
sindh_era5_r000_c009,0,9,31.0,67.25,False
sindh_era5_r000_c010,0,10,31.0,67.5,False
sindh_era5_r000_c011,0,11,31.0,67.75,False
sindh_era5_r000_c012,0,12,31.0,68.0,False
sindh_era5_r000_c013,0,13,31.0,68.25,False
sindh_era5_r000_c014,0,14,31.0,68.5,False
sindh_era5_r000_c015,0,15,31.0,68.75,False
sindh_era5_r000_c016,0,16,31.0,69.0,False
sindh_era5_r000_c017,0,17,31.0,69.25,False
sindh_era5_r000_c018,0,18,31.0,69.5,False
sindh_era5_r000_c019,0,19,31.0,69.75,False
sindh_era5_r000_c020,0,20,31.0,70.0,False
sindh_era5_r000_c021,0,21,31.0,70.25,False
sindh_era5_r000_c022,0,22,31.0,70.5,False
sindh_era5_r000_c023,0,23,31.0,70.75,False
sindh_era5_r000_c024,0,24,31.0,71.0,False
sindh_era5_r000_c025,0,25,31.0,71.25,False
sindh_era5_r000_c026,0,26,31.0,71.5,False
sindh_era5_r000_c027,0,27,31.0,71.75,False
sindh_era5_r000_c028,0,28,31.0,72.0,False
sindh_era5_r000_c029,0,29,31.0,72.25,False
sindh_era5_r000_c030,0,30,31.0,72.5,False
sindh_era5_r000_c031,0,31,31.0,72.75,False
sindh_era5_r000_c032,0,32,31.0,73.0,False
sindh_era5_r001_c000,1,0,30.75,65.0,False
sindh_era5_r001_c001,1,1,30.75,65.25,False
sindh_era5_r001_c002,1,2,30.75,65.5,False
sindh_era5_r001_c003,1,3,30.75,65.75,False
sindh_era5_r001_c004,1,4,30.75,66.0,False
sindh_era5_r001_c005,1,5,30.75,66.25,False
sindh_era5_r001_c006,1,6,30.75,66.5,False
sindh_era5_r001_c007,1,7,30.75,66.75,False
sindh_era5_r001_c008,1,8,30.75,67.0,False
sindh_era5_r001_c009,1,9,30.75,67.25,False
sindh_era5_r001_c010,1,10,30.75,67.5,False
sindh_era5_r001_c011,1,11,30.75,67.75,False
sindh_era5_r001_c012,1,12,30.75,68.0,False
sindh_era5_r001_c013,1,13,30.75,68.25,False
sindh_era5_r001_c014,1,14,30.75,68.5,False
sindh_era5_r001_c015,1,15,30.75,68.75,False
sindh_era5_r001_c016,1,16,30.75,69.0,False
sindh_era5_r001_c017,1,17,30.75,69.25,False
sindh_era5_r001_c018,1,18,30.75,69.5,False
sindh_era5_r001_c019,1,19,30.75,69.75,False
sindh_era5_r001_c020,1,20,30.75,70.0,False
sindh_era5_r001_c021,1,21,30.75,70.25,False
sindh_era5_r001_c022,1,22,30.75,70.5,False
sindh_era5_r001_c023,1,23,30.75,70.75,False
sindh_era5_r001_c024,1,24,30.75,71.0,False
sindh_era5_r001_c025,1,25,30.75,71.25,False
sindh_era5_r001_c026,1,26,30.75,71.5,False
sindh_era5_r001_c027,1,27,30.75,71.75,False
sindh_era5_r001_c028,1,28,30.75,72.0,False
sindh_era5_r001_c029,1,29,30.75,72.25,False
sindh_era5_r001_c030,1,30,30.75,72.5,False
sindh_era5_r001_c031,1,31,30.75,72.75,False
sindh_era5_r001_c032,1,32,30.75,73.0,False
sindh_era5_r002_c000,2,0,30.5,65.0,False
sindh_era5_r002_c001,2,1,30.5,65.25,False
sindh_era5_r002_c002,2,2,30.5,65.5,False
sindh_era5_r002_c003,2,3,30.5,65.75,False
sindh_era5_r002_c004,2,4,30.5,66.0,False
sindh_era5_r002_c005,2,5,30.5,66.25,False
sindh_era5_r002_c006,2,6,30.5,66.5,False
sindh_era5_r002_c007,2,7,30.5,66.75,False
sindh_era5_r002_c008,2,8,30.5,67.0,False
sindh_era5_r002_c009,2,9,30.5,67.25,False
sindh_era5_r002_c010,2,10,30.5,67.5,False
sindh_era5_r002_c011,2,11,30.5,67.75,False
sindh_era5_r002_c012,2,12,30.5,68.0,False
sindh_era5_r002_c013,2,13,30.5,68.25,False
sindh_era5_r002_c014,2,14,30.5,68.5,False
sindh_era5_r002_c015,2,15,30.5,68.75,False
sindh_era5_r002_c016,2,16,30.5,69.0,False
sindh_era5_r002_c017,2,17,30.5,69.25,False
sindh_era5_r002_c018,2,18,30.5,69.5,False
sindh_era5_r002_c019,2,19,30.5,69.75,False
sindh_era5_r002_c020,2,20,30.5,70.0,False
sindh_era5_r002_c021,2,21,30.5,70.25,False
sindh_era5_r002_c022,2,22,30.5,70.5,False
sindh_era5_r002_c023,2,23,30.5,70.75,False
sindh_era5_r002_c024,2,24,30.5,71.0,False
sindh_era5_r002_c025,2,25,30.5,71.25,False
sindh_era5_r002_c026,2,26,30.5,71.5,False
sindh_era5_r002_c027,2,27,30.5,71.75,False
sindh_era5_r002_c028,2,28,30.5,72.0,False
sindh_era5_r002_c029,2,29,30.5,72.25,False
sindh_era5_r002_c030,2,30,30.5,72.5,False
sindh_era5_r002_c031,2,31,30.5,72.75,False
sindh_era5_r002_c032,2,32,30.5,73.0,False
sindh_era5_r003_c000,3,0,30.25,65.0,False
sindh_era5_r003_c001,3,1,30.25,65.25,False
sindh_era5_r003_c002,3,2,30.25,65.5,False
sindh_era5_r003_c003,3,3,30.25,65.75,False
sindh_era5_r003_c004,3,4,30.25,66.0,False
sindh_era5_r003_c005,3,5,30.25,66.25,False
sindh_era5_r003_c006,3,6,30.25,66.5,False
sindh_era5_r003_c007,3,7,30.25,66.75,False
sindh_era5_r003_c008,3,8,30.25,67.0,False
sindh_era5_r003_c009,3,9,30.25,67.25,False
sindh_era5_r003_c010,3,10,30.25,67.5,False
sindh_era5_r003_c011,3,11,30.25,67.75,False
sindh_era5_r003_c012,3,12,30.25,68.0,False
sindh_era5_r003_c013,3,13,30.25,68.25,False
sindh_era5_r003_c014,3,14,30.25,68.5,False
sindh_era5_r003_c015,3,15,30.25,68.75,False
sindh_era5_r003_c016,3,16,30.25,69.0,False
sindh_era5_r003_c017,3,17,30.25,69.25,False
sindh_era5_r003_c018,3,18,30.25,69.5,False
sindh_era5_r003_c019,3,19,30.25,69.75,False
sindh_era5_r003_c020,3,20,30.25,70.0,False
sindh_era5_r003_c021,3,21,30.25,70.25,False
sindh_era5_r003_c022,3,22,30.25,70.5,False
sindh_era5_r003_c023,3,23,30.25,70.75,False
sindh_era5_r003_c024,3,24,30.25,71.0,False
sindh_era5_r003_c025,3,25,30.25,71.25,False
sindh_era5_r003_c026,3,26,30.25,71.5,False
sindh_era5_r003_c027,3,27,30.25,71.75,False
sindh_era5_r003_c028,3,28,30.25,72.0,False
sindh_era5_r003_c029,3,29,30.25,72.25,False
sindh_era5_r003_c030,3,30,30.25,72.5,False
sindh_era5_r003_c031,3,31,30.25,72.75,False
sindh_era5_r003_c032,3,32,30.25,73.0,False
sindh_era5_r004_c000,4,0,30.0,65.0,False
sindh_era5_r004_c001,4,1,30.0,65.25,False
sindh_era5_r004_c002,4,2,30.0,65.5,False
sindh_era5_r004_c003,4,3,30.0,65.75,False
sindh_era5_r004_c004,4,4,30.0,66.0,False
sindh_era5_r004_c005,4,5,30.0,66.25,False
sindh_era5_r004_c006,4,6,30.0,66.5,False
sindh_era5_r004_c007,4,7,30.0,66.75,False
sindh_era5_r004_c008,4,8,30.0,67.0,False
sindh_era5_r004_c009,4,9,30.0,67.25,False
sindh_era5_r004_c010,4,10,30.0,67.5,False
sindh_era5_r004_c011,4,11,30.0,67.75,False
sindh_era5_r004_c012,4,12,30.0,68.0,False
sindh_era5_r004_c013,4,13,30.0,68.25,False
sindh_era5_r004_c014,4,14,30.0,68.5,False
sindh_era5_r004_c015,4,15,30.0,68.75,False
sindh_era5_r004_c016,4,16,30.0,69.0,False
sindh_era5_r004_c017,4,17,30.0,69.25,False
sindh_era5_r004_c018,4,18,30.0,69.5,False
sindh_era5_r004_c019,4,19,30.0,69.75,False
sindh_era5_r004_c020,4,20,30.0,70.0,False
sindh_era5_r004_c021,4,21,30.0,70.25,False
sindh_era5_r004_c022,4,22,30.0,70.5,False
sindh_era5_r004_c023,4,23,30.0,70.75,False
sindh_era5_r004_c024,4,24,30.0,71.0,False
sindh_era5_r004_c025,4,25,30.0,71.25,False
sindh_era5_r004_c026,4,26,30.0,71.5,False
sindh_era5_r004_c027,4,27,30.0,71.75,False
sindh_era5_r004_c028,4,28,30.0,72.0,False
sindh_era5_r004_c029,4,29,30.0,72.25,False
sindh_era5_r004_c030,4,30,30.0,72.5,False
sindh_era5_r004_c031,4,31,30.0,72.75,False
sindh_era5_r004_c032,4,32,30.0,73.0,False
sindh_era5_r005_c000,5,0,29.75,65.0,False
sindh_era5_r005_c001,5,1,29.75,65.25,False
sindh_era5_r005_c002,5,2,29.75,65.5,False
sindh_era5_r005_c003,5,3,29.75,65.75,False
sindh_era5_r005_c004,5,4,29.75,66.0,False
sindh_era5_r005_c005,5,5,29.75,66.25,False
sindh_era5_r005_c006,5,6,29.75,66.5,False
sindh_era5_r005_c007,5,7,29.75,66.75,False
sindh_era5_r005_c008,5,8,29.75,67.0,False
sindh_era5_r005_c009,5,9,29.75,67.25,False
sindh_era5_r005_c010,5,10,29.75,67.5,False
sindh_era5_r005_c011,5,11,29.75,67.75,False
sindh_era5_r005_c012,5,12,29.75,68.0,False
sindh_era5_r005_c013,5,13,29.75,68.25,False
sindh_era5_r005_c014,5,14,29.75,68.5,False
sindh_era5_r005_c015,5,15,29.75,68.75,False
sindh_era5_r005_c016,5,16,29.75,69.0,False
sindh_era5_r005_c017,5,17,29.75,69.25,False
sindh_era5_r005_c018,5,18,29.75,69.5,False
sindh_era5_r005_c019,5,19,29.75,69.75,False
sindh_era5_r005_c020,5,20,29.75,70.0,False
sindh_era5_r005_c021,5,21,29.75,70.25,False
sindh_era5_r005_c022,5,22,29.75,70.5,False
sindh_era5_r005_c023,5,23,29.75,70.75,False
sindh_era5_r005_c024,5,24,29.75,71.0,False
sindh_era5_r005_c025,5,25,29.75,71.25,False
sindh_era5_r005_c026,5,26,29.75,71.5,False
sindh_era5_r005_c027,5,27,29.75,71.75,False
sindh_era5_r005_c028,5,28,29.75,72.0,False
sindh_era5_r005_c029,5,29,29.75,72.25,False
sindh_era5_r005_c030,5,30,29.75,72.5,False
sindh_era5_r005_c031,5,31,29.75,72.75,False
sindh_era5_r005_c032,5,32,29.75,73.0,False
sindh_era5_r006_c000,6,0,29.5,65.0,False
sindh_era5_r006_c001,6,1,29.5,65.25,False
sindh_era5_r006_c002,6,2,29.5,65.5,False
sindh_era5_r006_c003,6,3,29.5,65.75,False
sindh_era5_r006_c004,6,4,29.5,66.0,False
sindh_era5_r006_c005,6,5,29.5,66.25,False
sindh_era5_r006_c006,6,6,29.5,66.5,False
sindh_era5_r006_c007,6,7,29.5,66.75,False
sindh_era5_r006_c008,6,8,29.5,67.0,False
sindh_era5_r006_c009,6,9,29.5,67.25,False
sindh_era5_r006_c010,6,10,29.5,67.5,False
sindh_era5_r006_c011,6,11,29.5,67.75,False
sindh_era5_r006_c012,6,12,29.5,68.0,False
sindh_era5_r006_c013,6,13,29.5,68.25,False
sindh_era5_r006_c014,6,14,29.5,68.5,False
sindh_era5_r006_c015,6,15,29.5,68.75,False
sindh_era5_r006_c016,6,16,29.5,69.0,False
sindh_era5_r006_c017,6,17,29.5,69.25,False
sindh_era5_r006_c018,6,18,29.5,69.5,False
sindh_era5_r006_c019,6,19,29.5,69.75,False
sindh_era5_r006_c020,6,20,29.5,70.0,False
sindh_era5_r006_c021,6,21,29.5,70.25,False
sindh_era5_r006_c022,6,22,29.5,70.5,False
sindh_era5_r006_c023,6,23,29.5,70.75,False
sindh_era5_r006_c024,6,24,29.5,71.0,False
sindh_era5_r006_c025,6,25,29.5,71.25,False
sindh_era5_r006_c026,6,26,29.5,71.5,False
sindh_era5_r006_c027,6,27,29.5,71.75,False
sindh_era5_r006_c028,6,28,29.5,72.0,False
sindh_era5_r006_c029,6,29,29.5,72.25,False
sindh_era5_r006_c030,6,30,29.5,72.5,False
sindh_era5_r006_c031,6,31,29.5,72.75,False
sindh_era5_r006_c032,6,32,29.5,73.0,False
sindh_era5_r007_c000,7,0,29.25,65.0,False
sindh_era5_r007_c001,7,1,29.25,65.25,False
sindh_era5_r007_c002,7,2,29.25,65.5,False
sindh_era5_r007_c003,7,3,29.25,65.75,False
sindh_era5_r007_c004,7,4,29.25,66.0,False
sindh_era5_r007_c005,7,5,29.25,66.25,False
sindh_era5_r007_c006,7,6,29.25,66.5,False
sindh_era5_r007_c007,7,7,29.25,66.75,False
sindh_era5_r007_c008,7,8,29.25,67.0,False
sindh_era5_r007_c009,7,9,29.25,67.25,False
sindh_era5_r007_c010,7,10,29.25,67.5,False
sindh_era5_r007_c011,7,11,29.25,67.75,False
sindh_era5_r007_c012,7,12,29.25,68.0,False
sindh_era5_r007_c013,7,13,29.25,68.25,False
sindh_era5_r007_c014,7,14,29.25,68.5,False
sindh_era5_r007_c015,7,15,29.25,68.75,False
sindh_era5_r007_c016,7,16,29.25,69.0,False
sindh_era5_r007_c017,7,17,29.25,69.25,False
sindh_era5_r007_c018,7,18,29.25,69.5,False
sindh_era5_r007_c019,7,19,29.25,69.75,False
sindh_era5_r007_c020,7,20,29.25,70.0,False
sindh_era5_r007_c021,7,21,29.25,70.25,False
sindh_era5_r007_c022,7,22,29.25,70.5,False
sindh_era5_r007_c023,7,23,29.25,70.75,False
sindh_era5_r007_c024,7,24,29.25,71.0,False
sindh_era5_r007_c025,7,25,29.25,71.25,False
sindh_era5_r007_c026,7,26,29.25,71.5,False
sindh_era5_r007_c027,7,27,29.25,71.75,False
sindh_era5_r007_c028,7,28,29.25,72.0,False
sindh_era5_r007_c029,7,29,29.25,72.25,False
sindh_era5_r007_c030,7,30,29.25,72.5,False
sindh_era5_r007_c031,7,31,29.25,72.75,False
sindh_era5_r007_c032,7,32,29.25,73.0,False
sindh_era5_r008_c000,8,0,29.0,65.0,False
sindh_era5_r008_c001,8,1,29.0,65.25,False
sindh_era5_r008_c002,8,2,29.0,65.5,False
sindh_era5_r008_c003,8,3,29.0,65.75,False
sindh_era5_r008_c004,8,4,29.0,66.0,False
sindh_era5_r008_c005,8,5,29.0,66.25,False
sindh_era5_r008_c006,8,6,29.0,66.5,False
sindh_era5_r008_c007,8,7,29.0,66.75,False
sindh_era5_r008_c008,8,8,29.0,67.0,False
sindh_era5_r008_c009,8,9,29.0,67.25,False
sindh_era5_r008_c010,8,10,29.0,67.5,False
sindh_era5_r008_c011,8,11,29.0,67.75,False
sindh_era5_r008_c012,8,12,29.0,68.0,False
sindh_era5_r008_c013,8,13,29.0,68.25,False
sindh_era5_r008_c014,8,14,29.0,68.5,False
sindh_era5_r008_c015,8,15,29.0,68.75,False
sindh_era5_r008_c016,8,16,29.0,69.0,False
sindh_era5_r008_c017,8,17,29.0,69.25,False
sindh_era5_r008_c018,8,18,29.0,69.5,False
sindh_era5_r008_c019,8,19,29.0,69.75,False
sindh_era5_r008_c020,8,20,29.0,70.0,False
sindh_era5_r008_c021,8,21,29.0,70.25,False
sindh_era5_r008_c022,8,22,29.0,70.5,False
sindh_era5_r008_c023,8,23,29.0,70.75,False
sindh_era5_r008_c024,8,24,29.0,71.0,False
sindh_era5_r008_c025,8,25,29.0,71.25,False
sindh_era5_r008_c026,8,26,29.0,71.5,False
sindh_era5_r008_c027,8,27,29.0,71.75,False
sindh_era5_r008_c028,8,28,29.0,72.0,False
sindh_era5_r008_c029,8,29,29.0,72.25,False
sindh_era5_r008_c030,8,30,29.0,72.5,False
sindh_era5_r008_c031,8,31,29.0,72.75,False
sindh_era5_r008_c032,8,32,29.0,73.0,False
sindh_era5_r009_c000,9,0,28.75,65.0,False
sindh_era5_r009_c001,9,1,28.75,65.25,False
sindh_era5_r009_c002,9,2,28.75,65.5,False
sindh_era5_r009_c003,9,3,28.75,65.75,False
sindh_era5_r009_c004,9,4,28.75,66.0,False
sindh_era5_r009_c005,9,5,28.75,66.25,False
sindh_era5_r009_c006,9,6,28.75,66.5,False
sindh_era5_r009_c007,9,7,28.75,66.75,False
sindh_era5_r009_c008,9,8,28.75,67.0,False
sindh_era5_r009_c009,9,9,28.75,67.25,False
sindh_era5_r009_c010,9,10,28.75,67.5,False
sindh_era5_r009_c011,9,11,28.75,67.75,False
sindh_era5_r009_c012,9,12,28.75,68.0,False
sindh_era5_r009_c013,9,13,28.75,68.25,False
sindh_era5_r009_c014,9,14,28.75,68.5,False
sindh_era5_r009_c015,9,15,28.75,68.75,False
sindh_era5_r009_c016,9,16,28.75,69.0,False
sindh_era5_r009_c017,9,17,28.75,69.25,False
sindh_era5_r009_c018,9,18,28.75,69.5,False
sindh_era5_r009_c019,9,19,28.75,69.75,False
sindh_era5_r009_c020,9,20,28.75,70.0,False
sindh_era5_r009_c021,9,21,28.75,70.25,False
sindh_era5_r009_c022,9,22,28.75,70.5,False
sindh_era5_r009_c023,9,23,28.75,70.75,False
sindh_era5_r009_c024,9,24,28.75,71.0,False
sindh_era5_r009_c025,9,25,28.75,71.25,False
sindh_era5_r009_c026,9,26,28.75,71.5,False
sindh_era5_r009_c027,9,27,28.75,71.75,False
sindh_era5_r009_c028,9,28,28.75,72.0,False
sindh_era5_r009_c029,9,29,28.75,72.25,False
sindh_era5_r009_c030,9,30,28.75,72.5,False
sindh_era5_r009_c031,9,31,28.75,72.75,False
sindh_era5_r009_c032,9,32,28.75,73.0,False
sindh_era5_r010_c000,10,0,28.5,65.0,False
sindh_era5_r010_c001,10,1,28.5,65.25,False
sindh_era5_r010_c002,10,2,28.5,65.5,False
sindh_era5_r010_c003,10,3,28.5,65.75,False
sindh_era5_r010_c004,10,4,28.5,66.0,False
sindh_era5_r010_c005,10,5,28.5,66.25,False
sindh_era5_r010_c006,10,6,28.5,66.5,False
sindh_era5_r010_c007,10,7,28.5,66.75,False
sindh_era5_r010_c008,10,8,28.5,67.0,False
sindh_era5_r010_c009,10,9,28.5,67.25,False
sindh_era5_r010_c010,10,10,28.5,67.5,False
sindh_era5_r010_c011,10,11,28.5,67.75,False
sindh_era5_r010_c012,10,12,28.5,68.0,False
sindh_era5_r010_c013,10,13,28.5,68.25,False
sindh_era5_r010_c014,10,14,28.5,68.5,False
sindh_era5_r010_c015,10,15,28.5,68.75,True
sindh_era5_r010_c016,10,16,28.5,69.0,True
sindh_era5_r010_c017,10,17,28.5,69.25,True
sindh_era5_r010_c018,10,18,28.5,69.5,True
sindh_era5_r010_c019,10,19,28.5,69.75,True
sindh_era5_r010_c020,10,20,28.5,70.0,False
sindh_era5_r010_c021,10,21,28.5,70.25,False
sindh_era5_r010_c022,10,22,28.5,70.5,False
sindh_era5_r010_c023,10,23,28.5,70.75,False
sindh_era5_r010_c024,10,24,28.5,71.0,False
sindh_era5_r010_c025,10,25,28.5,71.25,False
sindh_era5_r010_c026,10,26,28.5,71.5,False
sindh_era5_r010_c027,10,27,28.5,71.75,False
sindh_era5_r010_c028,10,28,28.5,72.0,False
sindh_era5_r010_c029,10,29,28.5,72.25,False
sindh_era5_r010_c030,10,30,28.5,72.5,False
sindh_era5_r010_c031,10,31,28.5,72.75,False
sindh_era5_r010_c032,10,32,28.5,73.0,False
sindh_era5_r011_c000,11,0,28.25,65.0,False
sindh_era5_r011_c001,11,1,28.25,65.25,False
sindh_era5_r011_c002,11,2,28.25,65.5,False
sindh_era5_r011_c003,11,3,28.25,65.75,False
sindh_era5_r011_c004,11,4,28.25,66.0,False
sindh_era5_r011_c005,11,5,28.25,66.25,False
sindh_era5_r011_c006,11,6,28.25,66.5,False
sindh_era5_r011_c007,11,7,28.25,66.75,False
sindh_era5_r011_c008,11,8,28.25,67.0,False
sindh_era5_r011_c009,11,9,28.25,67.25,False
sindh_era5_r011_c010,11,10,28.25,67.5,False
sindh_era5_r011_c011,11,11,28.25,67.75,False
sindh_era5_r011_c012,11,12,28.25,68.0,False
sindh_era5_r011_c013,11,13,28.25,68.25,True
sindh_era5_r011_c014,11,14,28.25,68.5,True
sindh_era5_r011_c015,11,15,28.25,68.75,True
sindh_era5_r011_c016,11,16,28.25,69.0,True
sindh_era5_r011_c017,11,17,28.25,69.25,True
sindh_era5_r011_c018,11,18,28.25,69.5,True
sindh_era5_r011_c019,11,19,28.25,69.75,True
sindh_era5_r011_c020,11,20,28.25,70.0,False
sindh_era5_r011_c021,11,21,28.25,70.25,False
sindh_era5_r011_c022,11,22,28.25,70.5,False
sindh_era5_r011_c023,11,23,28.25,70.75,False
sindh_era5_r011_c024,11,24,28.25,71.0,False
sindh_era5_r011_c025,11,25,28.25,71.25,False
sindh_era5_r011_c026,11,26,28.25,71.5,False
sindh_era5_r011_c027,11,27,28.25,71.75,False
sindh_era5_r011_c028,11,28,28.25,72.0,False
sindh_era5_r011_c029,11,29,28.25,72.25,False
sindh_era5_r011_c030,11,30,28.25,72.5,False
sindh_era5_r011_c031,11,31,28.25,72.75,False
sindh_era5_r011_c032,11,32,28.25,73.0,False
sindh_era5_r012_c000,12,0,28.0,65.0,False
sindh_era5_r012_c001,12,1,28.0,65.25,False
sindh_era5_r012_c002,12,2,28.0,65.5,False
sindh_era5_r012_c003,12,3,28.0,65.75,False
sindh_era5_r012_c004,12,4,28.0,66.0,False
sindh_era5_r012_c005,12,5,28.0,66.25,False
sindh_era5_r012_c006,12,6,28.0,66.5,False
sindh_era5_r012_c007,12,7,28.0,66.75,False
sindh_era5_r012_c008,12,8,28.0,67.0,False
sindh_era5_r012_c009,12,9,28.0,67.25,False
sindh_era5_r012_c010,12,10,28.0,67.5,False
sindh_era5_r012_c011,12,11,28.0,67.75,True
sindh_era5_r012_c012,12,12,28.0,68.0,True
sindh_era5_r012_c013,12,13,28.0,68.25,True
sindh_era5_r012_c014,12,14,28.0,68.5,True
sindh_era5_r012_c015,12,15,28.0,68.75,True
sindh_era5_r012_c016,12,16,28.0,69.0,True
sindh_era5_r012_c017,12,17,28.0,69.25,True
sindh_era5_r012_c018,12,18,28.0,69.5,True
sindh_era5_r012_c019,12,19,28.0,69.75,True
sindh_era5_r012_c020,12,20,28.0,70.0,True
sindh_era5_r012_c021,12,21,28.0,70.25,False
sindh_era5_r012_c022,12,22,28.0,70.5,False
sindh_era5_r012_c023,12,23,28.0,70.75,False
sindh_era5_r012_c024,12,24,28.0,71.0,False
sindh_era5_r012_c025,12,25,28.0,71.25,False
sindh_era5_r012_c026,12,26,28.0,71.5,False
sindh_era5_r012_c027,12,27,28.0,71.75,False
sindh_era5_r012_c028,12,28,28.0,72.0,False
sindh_era5_r012_c029,12,29,28.0,72.25,False
sindh_era5_r012_c030,12,30,28.0,72.5,False
sindh_era5_r012_c031,12,31,28.0,72.75,False
sindh_era5_r012_c032,12,32,28.0,73.0,False
sindh_era5_r013_c000,13,0,27.75,65.0,False
sindh_era5_r013_c001,13,1,27.75,65.25,False
sindh_era5_r013_c002,13,2,27.75,65.5,False
sindh_era5_r013_c003,13,3,27.75,65.75,False
sindh_era5_r013_c004,13,4,27.75,66.0,False
sindh_era5_r013_c005,13,5,27.75,66.25,False
sindh_era5_r013_c006,13,6,27.75,66.5,False
sindh_era5_r013_c007,13,7,27.75,66.75,False
sindh_era5_r013_c008,13,8,27.75,67.0,False
sindh_era5_r013_c009,13,9,27.75,67.25,True
sindh_era5_r013_c010,13,10,27.75,67.5,True
sindh_era5_r013_c011,13,11,27.75,67.75,True
sindh_era5_r013_c012,13,12,27.75,68.0,True
sindh_era5_r013_c013,13,13,27.75,68.25,True
sindh_era5_r013_c014,13,14,27.75,68.5,True
sindh_era5_r013_c015,13,15,27.75,68.75,True
sindh_era5_r013_c016,13,16,27.75,69.0,True
sindh_era5_r013_c017,13,17,27.75,69.25,True
sindh_era5_r013_c018,13,18,27.75,69.5,True
sindh_era5_r013_c019,13,19,27.75,69.75,True
sindh_era5_r013_c020,13,20,27.75,70.0,True
sindh_era5_r013_c021,13,21,27.75,70.25,False
sindh_era5_r013_c022,13,22,27.75,70.5,False
sindh_era5_r013_c023,13,23,27.75,70.75,False
sindh_era5_r013_c024,13,24,27.75,71.0,False
sindh_era5_r013_c025,13,25,27.75,71.25,False
sindh_era5_r013_c026,13,26,27.75,71.5,False
sindh_era5_r013_c027,13,27,27.75,71.75,False
sindh_era5_r013_c028,13,28,27.75,72.0,False
sindh_era5_r013_c029,13,29,27.75,72.25,False
sindh_era5_r013_c030,13,30,27.75,72.5,False
sindh_era5_r013_c031,13,31,27.75,72.75,False
sindh_era5_r013_c032,13,32,27.75,73.0,False
sindh_era5_r014_c000,14,0,27.5,65.0,False
sindh_era5_r014_c001,14,1,27.5,65.25,False
sindh_era5_r014_c002,14,2,27.5,65.5,False
sindh_era5_r014_c003,14,3,27.5,65.75,False
sindh_era5_r014_c004,14,4,27.5,66.0,False
sindh_era5_r014_c005,14,5,27.5,66.25,False
sindh_era5_r014_c006,14,6,27.5,66.5,False
sindh_era5_r014_c007,14,7,27.5,66.75,False
sindh_era5_r014_c008,14,8,27.5,67.0,False
sindh_era5_r014_c009,14,9,27.5,67.25,True
sindh_era5_r014_c010,14,10,27.5,67.5,True
sindh_era5_r014_c011,14,11,27.5,67.75,True
sindh_era5_r014_c012,14,12,27.5,68.0,True
sindh_era5_r014_c013,14,13,27.5,68.25,True
sindh_era5_r014_c014,14,14,27.5,68.5,True
sindh_era5_r014_c015,14,15,27.5,68.75,True
sindh_era5_r014_c016,14,16,27.5,69.0,True
sindh_era5_r014_c017,14,17,27.5,69.25,True
sindh_era5_r014_c018,14,18,27.5,69.5,True
sindh_era5_r014_c019,14,19,27.5,69.75,True
sindh_era5_r014_c020,14,20,27.5,70.0,True
sindh_era5_r014_c021,14,21,27.5,70.25,False
sindh_era5_r014_c022,14,22,27.5,70.5,False
sindh_era5_r014_c023,14,23,27.5,70.75,False
sindh_era5_r014_c024,14,24,27.5,71.0,False
sindh_era5_r014_c025,14,25,27.5,71.25,False
sindh_era5_r014_c026,14,26,27.5,71.5,False
sindh_era5_r014_c027,14,27,27.5,71.75,False
sindh_era5_r014_c028,14,28,27.5,72.0,False
sindh_era5_r014_c029,14,29,27.5,72.25,False
sindh_era5_r014_c030,14,30,27.5,72.5,False
sindh_era5_r014_c031,14,31,27.5,72.75,False
sindh_era5_r014_c032,14,32,27.5,73.0,False
sindh_era5_r015_c000,15,0,27.25,65.0,False
sindh_era5_r015_c001,15,1,27.25,65.25,False
sindh_era5_r015_c002,15,2,27.25,65.5,False
sindh_era5_r015_c003,15,3,27.25,65.75,False
sindh_era5_r015_c004,15,4,27.25,66.0,False
sindh_era5_r015_c005,15,5,27.25,66.25,False
sindh_era5_r015_c006,15,6,27.25,66.5,False
sindh_era5_r015_c007,15,7,27.25,66.75,False
sindh_era5_r015_c008,15,8,27.25,67.0,False
sindh_era5_r015_c009,15,9,27.25,67.25,True
sindh_era5_r015_c010,15,10,27.25,67.5,True
sindh_era5_r015_c011,15,11,27.25,67.75,True
sindh_era5_r015_c012,15,12,27.25,68.0,True
sindh_era5_r015_c013,15,13,27.25,68.25,True
sindh_era5_r015_c014,15,14,27.25,68.5,True
sindh_era5_r015_c015,15,15,27.25,68.75,True
sindh_era5_r015_c016,15,16,27.25,69.0,True
sindh_era5_r015_c017,15,17,27.25,69.25,True
sindh_era5_r015_c018,15,18,27.25,69.5,True
sindh_era5_r015_c019,15,19,27.25,69.75,True
sindh_era5_r015_c020,15,20,27.25,70.0,False
sindh_era5_r015_c021,15,21,27.25,70.25,False
